,F1014anonym,F1014C1,F1014C2,F1014C3,F1014C4,F1014C5,F1014C6,F1014C7,F1014C8,F1014C9,F1014C10
11202,Nichts,,,,,,,,,,
11203,Nichts,Nichts,,,,,,,,,
11204,Nichts,,,,,,,,,,
11205,Nichts,,,,,,,,,,
11206,Nichts,,,,,,,,,,
11207,Nichts,,,,,,,,,,
11208,Nichts,,,,,,,,,,
11209,Nichts,,,,,,,,,,
11210,"Umständlich, Umfangreich",Aufwändige Beantragung,,,,,,,,,
11211,Nichts,,,,,,,,,,
11212,Nichts,,,,,,,,,,
11213,Nichts,,,,,,,,,,
11214,Nichts,,,,,,,,,,
11215,Nichts,,,,,,,,,,
11216,Nichts,,,,,,,,,,
11217,Nichts,,,,,,,,,,
11218,Nichts,,,,,,,,,,
11219,Nichts,,,,,,,,,,
11220,Nichts,,,,,,,,,,
11221,Nichts,Nichts,,,,,,,,,
11222,Nichts,,,,,,,,,,
11223,Nichts,,,,,,,,,,
11224,Nichts,Nichts,,,,,,,,,
11225,Nichts,,,,,,,,,,
11226,Nichts,,,,,,,,,,
11227,Nichts,,,,,,,,,,
11228,Nichts,,,,,,,,,,
11229,Nichts,,,,,,,,,,
11230,Nichts,,,,,,,,,,
11231,Nichts,,,,,,,,,,
11232,Vermutlich gibt es im Vergleich zu anderen Finanzierungsanbieter mehr Vorgaben und FormaliNichts,Aufwändige Beantragung,,,,,,,,,
11233,Nichts,,,,,,,,,,
11234,Nichts,,,,,,,,,,
11235,Nichts,,,,,,,,,,
11236,Nichts,,,,,,,,,,
11237,-,,,,,,,,,,
11238,Nichts,Nichts,,,,,,,,,
11239,Nichts,,,,,,,,,,
11240,Nichts,,,,,,,,,,
11241,Nichts,,,,,,,,,,
11243,Nichts,,,,,,,,,,
11244,Nichts,,,,,,,,,,
11245,Nichts,,,,,,,,,,
11246,Nichts,Nichts,,,,,,,,,
11247,Nichts,,,,,,,,,,
11248,Nichts,Höhe des Zuschusses nicht ausreichend,,,,,,,,,
11249,Nichts,,,,,,,,,,
11250,Nichts,,,,,,,,,,
11251,Nichts,,,,,,,,,,
11252,Nichts,,,,,,,,,,
11253,Nichts,,,,,,,,,,
11254,Nichts,,,,,,,,,,
11255,"Für älterer Leute (auch schon meine Eltern, mir Mitte 50) ist der Umgang mit dem PC und dem Internet oft ein HindernNichts Für viele könnte das Verfahren zu kompliziert seNichts",Aufwändige Beantragung,,,,,,,,,
11256,"Der Schritt erst einen Energieberater zu kontaktieren und zu bezahlen, obwohl man noch keine Förderung erhalten hNichts Ich finde der Berater sollte erst bezahlt werden wenn die Förderung überwiesen wurNichts",Kosten für Energieberater,,,,,,,,,
11257,Nichts,,,,,,,,,,
11258,Nichts,,,,,,,,,,
11259,Zusatzkosten durch Energieberater oder ProjektbegleitNichts  Vor Zusicherungen dürfen keine Aufträge vergeben werdNichts Dadurch zieht sich das ProjeNichts,Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,,,,,,,,,
11260,Nichts,,,,,,,,,,
11261,Nichts,,,,,,,,,,
11262,Nichts,,,,,,,,,,
11263,Nichts,Nichts,,,,,,,,,
11264,Nichts,,,,,,,,,,
11265,Nichts,,,,,,,,,,
11266,Nichts,,,,,,,,,,
11267,Nichts,,,,,,,,,,
11268,Nichts,,,,,,,,,,
11269,Nichts,Nichts,,,,,,,,,
11270,Nichts,,,,,,,,,,
11271,Nichts,,,,,,,,,,
11272,Nichts,,,,,,,,,,
11273,Nichts,,,,,,,,,,
11274,Nichts,,,,,,,,,,
11275,Nichts,Nichts,,,,,,,,,
11276,Nichts,,,,,,,,,,
11277,Nichts,,,,,,,,,,
11278,Nichts,,,,,,,,,,
11279,Nichts,Nichts,,,,,,,,,
11280,Nichts,,,,,,,,,,
11281,Nichts,,,,,,,,,,
11282,Nichts,,,,,,,,,,
11283,Nichts,,,,,,,,,,
11284,Nichts,,,,,,,,,,
11285,"KfW-Kredite sind sehr unflexibel,NichtsB. bei Sondertilgungen und Umschuldung",unflexible Bedingungen,Sondertilgungen nicht möglich,,,,,,,,
11286,Teilweise hirnlose FörderbedingungNichts,Kosten-/Nutzenverhältnis,,,,,,,,,
11287,Nichts,,,,,,,,,,
11288,Nichts,Nichts,,,,,,,,,
11289,Nichts,,,,,,,,,,
11290,Nichts,,,,,,,,,,
11291,Nichts,,,,,,,,,,
11292,Nichts,,,,,,,,,,
11293,"Effizienzhausanforderungen übertrieben , Subventionen für Wärmepumpen eNichts haben Heizungen massiv verteuert",Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,Kosten-/Nutzenverhältnis,,,,,,,,
11294,Nichts,Kosten für Energieberater,,,,,,,,,
11295,Abhängigkeit von einem Sachverständigen,Sonstiges,,,,,,,,,
11296,Nichts,Der derzeit niedrige Zinssatz,,,,,,,,,
11297,Nichts,,,,,,,,,,
11298,Nichts,,,,,,,,,,
11300,Nichts,,,,,,,,,,
11301,Nichts,,,,,,,,,,
11302,Nichts,,,,,,,,,,
11303,Nichts,Nichts,,,,,,,,,
11304,Nichts,,,,,,,,,,
11305,Nichts,,,,,,,,,,
11306,Nichts,,,,,,,,,,
11307,Nichts,,,,,,,,,,
11308,Nichts,,,,,,,,,,
11309,Nichts,Nichts,,,,,,,,,
11310,Nichts,Nichts,,,,,,,,,
11311,Nichts,,,,,,,,,,
11312,Nichts,Nichts,,,,,,,,,
11314,Nichts,,,,,,,,,,
11315,Nichts,,,,,,,,,,
11316,Nichts,,,,,,,,,,
11317,Nichts,,,,,,,,,,
11318,Nichts,,,,,,,,,,
11319,Nichts,,,,,,,,,,
11320,Nichts,,,,,,,,,,
11321,Nichts,,,,,,,,,,
11322,Nichts,,,,,,,,,,
11323,Nichts,,,,,,,,,,
11324,Nichts,,,,,,,,,,
11325,Nichts,,,,,,,,,,
11326,Nichts,,,,,,,,,,
11327,Nichts,,,,,,,,,,
11328,Nichts,,,,,,,,,,
11329,sich in dem Wust an Informationen zurechtzufinden ist für einen Laien kaum mögliNichts Die Handwerker tun sich auch massiv schwer und raten permanent davon Nichts,Aufwändige Beantragung,,,,,,,,,
11330,Nichts,,,,,,,,,,
11331,Nichts,Nichts,,,,,,,,,
11333,Nichts,,,,,,,,,,
11334,Nichts,,,,,,,,,,
11335,siehe Probleme mit der ENichtsAdresse,Sonstiges,,,,,,,,,
11336,Nichts,,,,,,,,,,
11337,Nichts,,,,,,,,,,
11338,Nichts,,,,,,,,,,
11339,Nichts,Nichts,,,,,,,,,
11340,Nichts,,,,,,,,,,
11341,Nichts,,,,,,,,,,
11342,Nichts,,,,,,,,,,
11343,Nichts,,,,,,,,,,
11344,Nichts,,,,,,,,,,
11345,Nichts,,,,,,,,,,
11346,Das erst ein energieberater beauftragt werden muss hat mich anfänglich abgeschreckt,Kosten für Energieberater,,,,,,,,,
11347,Nichts,,,,,,,,,,
11348,"Keine Förderung von nachhaltiger Dämmung mit geringerem U-Wert, nachhaltige Werkstoffe sollten besonders gefördert werdNichts",unflexible Bedingungen,,,,,,,,,
11349,Nichts,,,,,,,,,,
11350,Nichts,,,,,,,,,,
11351,Umständlichkeit zu viele Vorschrifdten,Aufwändige Beantragung,,,,,,,,,
11352,Nichts,Nichts,,,,,,,,,
11353,Nichts,,,,,,,,,,
11354,Nichts,,,,,,,,,,
11355,Nichts,,,,,,,,,,
11356,Nichts,,,,,,,,,,
11357,Nichts,,,,,,,,,,
11358,Nichts,,,,,,,,,,
11359,Nichts,,,,,,,,,,
11360,Nichts,,,,,,,,,,
11361,Nichts,,,,,,,,,,
11362,Nichts,,,,,,,,,,
11363,Nichts,,,,,,,,,,
11364,Nichts,,,,,,,,,,
11365,Nichts,Sonstiges,,,,,,,,,
11366,Andere Banken haben auch schöne KrediNichts,Der derzeit niedrige Zinssatz,,,,,,,,,
11367,Nichts,,,,,,,,,,
11368,Nichts,,,,,,,,,,
11369,Nichts,,,,,,,,,,
11370,Nichts,,,,,,,,,,
11372,Nichts,,,,,,,,,,
11373,Nichts,,,,,,,,,,
11374,Nichts,,,,,,,,,,
11375,Nichts,Nichts,,,,,,,,,
11376,Nichts,Nichts,,,,,,,,,
11377,Eventuell zu hohe AnforderungNichts Dieses kann ich aber erst beurteilen nachdem ich die Angebote der Dachdecker bekommen haNichts,Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,,,,,,,,,
11378,Nichts,Nichts,,,,,,,,,
11379,Nichts,,,,,,,,,,
11380,Nichts,,,,,,,,,,
11381,Nichts,Nichts,,,,,,,,,
11382,Nichts,,,,,,,,,,
11383,Nichts,,,,,,,,,,
11384,Nichts,,,,,,,,,,
11385,Nichts,,,,,,,,,,
11386,Nichts,,,,,,,,,,
11387,Nichts,,,,,,,,,,
11388,Nichts,,,,,,,,,,
11389,Nichts,,,,,,,,,,
11390,Nichts,,,,,,,,,,
11391,Nichts,,,,,,,,,,
11392,Nichts,,,,,,,,,,
11393,Nichts,,,,,,,,,,
11394,Nichts,,,,,,,,,,
11395,Nichts,Nichts,,,,,,,,,
11396,keine,Nichts,,,,,,,,,
11397,Nichts,,,,,,,,,,
11398,Nichts,,,,,,,,,,
11399,Nichts,,,,,,,,,,
11400,Nichts,,,,,,,,,,
11401,Ichts,Nichts,,,,,,,,,
11402,Nichts,Nichts,,,,,,,,,
11403,Nichts,,,,,,,,,,
11404,Nichts,,,,,,,,,,
11405,ZinsenNichtsNichts auf Bankenniveau,Der derzeit niedrige Zinssatz,,,,,,,,,
11406,Nichts,Nichts,,,,,,,,,
11407,Nichts,Nichts,,,,,,,,,
11408,Nichts,,,,,,,,,,
11409,Nichts,,,,,,,,,,
11410,Nichts,,,,,,,,,,
11411,Nichts,,,,,,,,,,
11412,Die Erläuterung der Rahmenbedingungen wann Projekte gefördert werdNichts Insbesondere bei der energetischen Sanierung fehlt eine grobe Tabelle damit schnell entschieden werden kann ob eine Förderung möglich ist,Unklare Entscheidungsverfahren,,,,,,,,,
11413,Nichts,,,,,,,,,,
11414,Keine Einwände,Nichts,,,,,,,,,
11415,Nichts,,,,,,,,,,
11417,Nichts,,,,,,,,,,
11418,Nichts,,,,,,,,,,
11419,"Der Formalismus in der Antragstellung, sowie der kaum vorhandene Geldvorteil - sofern Anbieter vom Förderantrag wissen und daher das Angebot verteueNichts Die zwingend vorgeschriebene Beauftragung eines Energieberaters und die dadurch entstehenden extra-KostNichts",Aufwändige Beantragung,unflexible Bedingungen,Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,,,,,,,
11420,Nichts,,,,,,,,,,
11421,Nichts,Nichts,,,,,,,,,
11422,Nichts,Nichts,,,,,,,,,
11423,Nichts,Nichts,,,,,,,,,
11424,Nichts,,,,,,,,,,
11425,Nichts,,,,,,,,,,
11426,Nichts,,,,,,,,,,
11428,Nichts,,,,,,,,,,
11429,Nichts,,,,,,,,,,
11430,Nichts,,,,,,,,,,
11431,.,,,,,,,,,,
11432,Keine,Nichts,,,,,,,,,
11433,Nichts,Nichts,,,,,,,,,
11434,Nichts,,,,,,,,,,
11435,Nichts,,,,,,,,,,
11436,Nichts,,,,,,,,,,
11437,Nichts,,,,,,,,,,
11438,Nichts,,,,,,,,,,
11439,Nichts,,,,,,,,,,
11440,Nichts,,,,,,,,,,
11441,Nichts,,,,,,,,,,
11442,Nichts,Nichts,,,,,,,,,
11443,Nichts,Nichts,,,,,,,,,
11444,Nichts,Nichts,,,,,,,,,
11445,Nichts,,,,,,,,,,
11447,Nichts,,,,,,,,,,
11448,Nichts,,,,,,,,,,
11449,Nichts,,,,,,,,,,
11450,aufwendig,Aufwändige Beantragung,,,,,,,,,
11451,Nichts,,,,,,,,,,
11452,Nichts,,,,,,,,,,
11453,Nichts,,,,,,,,,,
11454,Nichts,,,,,,,,,,
11455,Nichts,,,,,,,,,,
11456,Nichts,,,,,,,,,,
11457,Nichts,Nichts,,,,,,,,,
11458,Nichts,Nichts,,,,,,,,,
11459,Nichts,,,,,,,,,,
11460,Nichts,,,,,,,,,,
11461,Nichts,,,,,,,,,,
11462,Nichts,,,,,,,,,,
11463,Nichts,,,,,,,,,,
11464,Nichts,,,,,,,,,,
11465,Nichts,,,,,,,,,,
11466,Widersprüchliche Aussagen der Energieberater,Unklare Entscheidungsverfahren,,,,,,,,,
11467,Nichts,Nichts,,,,,,,,,
11943,Nichts,,,,,,,,,,
11944,Nichts,,,,,,,,,,
11945,Nichts,,,,,,,,,,
11946,Nichts,,,,,,,,,,
11947,Nichts,,,,,,,,,,
11948,Nichts,,,,,,,,,,
11950,U,,,,,,,,,,
11951,Nichts,,,,,,,,,,
11952,Nichts,,,,,,,,,,
11953,Nichts,,,,,,,,,,
11954,Nichts,,,,,,,,,,
11955,Nichts,,,,,,,,,,
11956,Nichts,,,,,,,,,,
11957,Nichts,Nichts,,,,,,,,,
11958,Nichts,,,,,,,,,,
11959,Die Dauer der Zinsbindung,zu kurze Zinsbindungsfristen,,,,,,,,,
11960,Nichts,Nichts,,,,,,,,,
11961,Nichts,,,,,,,,,,
11962,Nichts,,,,,,,,,,
11963,Nichts,,,,,,,,,,
11964,Nichts,,,,,,,,,,
11965,Nichts,,,,,,,,,,
11966,Nichts,,,,,,,,,,
11967,Nichts,,,,,,,,,,
11968,Nichts,,,,,,,,,,
11969,Längere Bearbeitungsdauer,Lange Bearbeitungsdauer,,,,,,,,,
11970,Nur 10 Jahre Zinsbindung,zu kurze Zinsbindungsfristen,,,,,,,,,
11971,Nichts,,,,,,,,,,
11972,"Aktuell sind die Konditionen gut, kann sich aber wieder ändern, dann ist KfW unattraktiv fehlende Möglichkeiten der Sonderzahlung",Sondertilgungen nicht möglich,,,,,,,,,
11973,Nichts,,,,,,,,,,
11974,Nichts,,,,,,,,,,
11975,Nichts,,,,,,,,,,
11976,Nichts,,,,,,,,,,
11977,Nichts,,,,,,,,,,
11978,Nichts,,,,,,,,,,
11979,Nichts,,,,,,,,,,
11980,Nichts,,,,,,,,,,
11981,Nichts,Nichts,,,,,,,,,
11982,Nichts,,,,,,,,,,
11983,Nichts,,,,,,,,,,
11984,Nichts,,,,,,,,,,
11985,Nichts,,,,,,,,,,
11986,Nichts,,,,,,,,,,
11987,Nichts,,,,,,,,,,
11988,Nichts,Nichts,,,,,,,,,
11989,Nichts,,,,,,,,,,
11990,Nichts,,,,,,,,,,
11991,Nichts,Nichts,,,,,,,,,
11992,Nichts,Nichts,,,,,,,,,
11993,Nichts,,,,,,,,,,
11994,Nichts,,,,,,,,,,
11995,Nichts,Nichts,,,,,,,,,
11996,Zusammenarbeit mit und Empfehlung durch Geschäftsbanken verbesserungswürdig,Abhängigkeit von der Bank,,,,,,,,,
11997,Die kurze SollzinsbinduNichts,zu kurze Zinsbindungsfristen,,,,,,,,,
11998,Nichts,,,,,,,,,,
11999,Bisher hatte ich mit der KFW direkt keinen KontaNichts Dies geschah immer über die Bank/ den EnergieberatNichts  Ich denke dass für den Nachweis und Antrag doch Energieberater/ Bank zwingend erforderlich siNichts Insoweit irritieren mich die vorangegangenen FragNichts,,,,,,,,,,
12000,Nichts,,,,,,,,,,
12001,Nichts,,,,,,,,,,
12002,Nichts,Unklare Entscheidungsverfahren,,,,,,,,,
12003,Manche Produkte sind günstiger bzw flexibler,Der derzeit niedrige Zinssatz,,,,,,,,,
12004,Nichts,,,,,,,,,,
12005,Nichts,Aufwändige Beantragung,,,,,,,,,
12006,Nichts,,,,,,,,,,
12007,Nichts,,,,,,,,,,
12008,Nichts,Nichts,,,,,,,,,
12009,Nichts,,,,,,,,,,
12010,Nichts,,,,,,,,,,
12011,Nichts,,,,,,,,,,
12012,Nichts,,,,,,,,,,
12013,"Nur sinnvoll wenn man viel finanziellen und zeitlichen Puffer hat, was nach einem Hauskauf selten der Fall ist",Aufwändige Beantragung,,,,,,,,,
12014,Nichts,,,,,,,,,,
12015,Nichts,,,,,,,,,,
12016,Nichts,,,,,,,,,,
12017,Nichts,,,,,,,,,,
12018,Nichts,,,,,,,,,,
12020,Nichts,unflexible Bedingungen,,,,,,,,,
12021,Nichts,,,,,,,,,,
12022,Nichts,,,,,,,,,,
12023,Nichts,,,,,,,,,,
12024,Nichts,,,,,,,,,,
12025,Nichts,,,,,,,,,,
12026,Nichts,,,,,,,,,,
12027,Nichts,,,,,,,,,,
12028,Nichts,Aufwändige Beantragung,,,,,,,,,
12029,Nichts,,,,,,,,,,
12030,Nichts,,,,,,,,,,
12031,Nichts,,,,,,,,,,
12032,Take care that your Bank is on the same table together with you or it will be difficuNichts,Abhängigkeit von der Bank,,,,,,,,,
12033,Nichts,,,,,,,,,,
12034,Antragsaufnahme über die HausbaNichts,Abhängigkeit von der Bank,,,,,,,,,
12035,Etwas kompliziert ohne Energieberater zu verstehen,Aufwändige Beantragung,,,,,,,,,
12036,Nichts,,,,,,,,,,
12037,Nichts,,,,,,,,,,
12038,Nichts,,,,,,,,,,
12039,Nichts,,,,,,,,,,
12041,Nichts,,,,,,,,,,
12042,Nichts,Nichts,,,,,,,,,
12043,Nichts,Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,,,,,,,,,
12044,Nichts,,,,,,,,,,
12045,Nichts,,,,,,,,,,
12046,Nichts,,,,,,,,,,
12047,Nichts,Aufwändige Beantragung,,,,,,,,,
12048,Nichts,,,,,,,,,,
12049,KfW kann weiterempfohlen werden,Nichts,,,,,,,,,
12050,Möglicherweise sind die Kosten für die Energieberatung höher als die Ersparnis durch die FörderuNichts,Kosten für Energieberater,,,,,,,,,
12051,Nichts,,,,,,,,,,
12052,Nichts,Nichts,,,,,,,,,
12053,Nichts,,,,,,,,,,
12054,Nichts,,,,,,,,,,
12055,Nichts,,,,,,,,,,
12056,Nichts,,,,,,,,,,
12057,Nichts,Nichts,,,,,,,,,
12058,Nichts,,,,,,,,,,
12059,Nichts,Nichts,,,,,,,,,
12060,Nichts,,,,,,,,,,
12061,Nichts,,,,,,,,,,
12062,Nichts,,,,,,,,,,
12063,Nichts,Nichts,,,,,,,,,
12064,Siege Antwort vorher: Erfordernis Energieberater undNichtsT. förderbedingunhen,Kosten für Energieberater,unflexible Bedingungen,,,,,,,,
12065,Nichts,,,,,,,,,,
12066,Nichts,,,,,,,,,,
12067,Nichts,,,,,,,,,,
12068,Nichts,,,,,,,,,,
12069,Nichts,Nichts,,,,,,,,,
12070,Nichts,,,,,,,,,,
12071,Nichts,unflexible Bedingungen,,,,,,,,,
12072,Zu viel Eigenkapital,Sonstiges,,,,,,,,,
12073,Nichts,,,,,,,,,,
12074,"Die unterschiedlichen Förderungen für verschiedene Förderprogrammen, eine klare Linie wäre WünschensweNichts",unflexible Bedingungen,,,,,,,,,
12075,Der Weg über die (inkompetente Sparkasse) und das Mann zum ausfüllen einen Energieberater braucNichts,Aufwändige Beantragung,Kosten für Energieberater,,,,,,,,
12076,Nichts,,,,,,,,,,
12077,Nichts,Aufwändige Beantragung,,,,,,,,,
12078,In meinen Augen fehlt in ihren Produkten die Möglichkeit zur SondertilguNichts Diese würde die Kredite noch viel attraktiver werden lassNichts,Sondertilgungen nicht möglich,,,,,,,,,
12079,Nichts,Nichts,,,,,,,,,
12080,Nichts,,,,,,,,,,
12081,Leute die NICHT zusätzlich ein Darlehen bei ihrer Hausbank aufnehmNichts,Sonstiges,,,,,,,,,
12082,Nichts,,,,,,,,,,
12083,Nichts,,,,,,,,,,
12084,Nichts,,,,,,,,,,
12085,Nichts,,,,,,,,,,
12086,Nichts,,,,,,,,,,
12087,Nichts,,,,,,,,,,
12088,Die weniger Information die an Markt davon giNichts,Aufwändige Beantragung,,,,,,,,,
12089,Nichts,,,,,,,,,,
12090,Nichts,,,,,,,,,,
12091,Nichts,,,,,,,,,,
12092,Nichts,,,,,,,,,,
12093,Nichts,Aufwändige Beantragung,,,,,,,,,
12094,Die Bearbeitungsgeschwindigkeit des begleitenden KreditinstituNichts,Lange Bearbeitungsdauer,,,,,,,,,
12095,Nichts,,,,,,,,,,
12096,Nichts,zu kurze Zinsbindungsfristen,Sondertilgungen nicht möglich,,,,,,,,
12097,Nichts,,,,,,,,,,
12098,Nichts,,,,,,,,,,
12099,Nichts,,,,,,,,,,
12100,Nichts,,,,,,,,,,
12101,Nichts,,,,,,,,,,
12102,Nichts,,,,,,,,,,
12103,Nichts,,,,,,,,,,
12104,Nichts,,,,,,,,,,
12105,Nichts,,,,,,,,,,
12106,Komplexe Bedingungen für den Bau,Aufwändige Beantragung,,,,,,,,,
12107,Nichts,,,,,,,,,,
12108,Nichts,,,,,,,,,,
12109,Nichts,,,,,,,,,,
12110,Nichts,,,,,,,,,,
12111,Nichts,,,,,,,,,,
12112,Nichts,,,,,,,,,,
12113,Nichts,,,,,,,,,,
12115,Nichts,,,,,,,,,,
12116,Nichts,,,,,,,,,,
12117,Nichts,,,,,,,,,,
12118,Nichts,,,,,,,,,,
12119,Nichts,,,,,,,,,,
12120,Nichts,,,,,,,,,,
12121,Nichts,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
12122,Nichts,,,,,,,,,,
12123,Nichts,,,,,,,,,,
12124,Nichts,,,,,,,,,,
12125,Längere Zinsbindungen wären sehr hilfreich und liegen unter denen der HausbankNichts,zu kurze Zinsbindungsfristen,,,,,,,,,
12126,Nichts,,,,,,,,,,
12127,Nichts,,,,,,,,,,
12128,Nichts,,,,,,,,,,
12129,Nichts,,,,,,,,,,
12130,Nichts,Aufwändige Beantragung,,,,,,,,,
12131,Nichts,,,,,,,,,,
12132,Nichts,,,,,,,,,,
12133,Nichts,,,,,,,,,,
12134,Nichts,,,,,,,,,,
12135,Nichts,,,,,,,,,,
12136,Nichts,,,,,,,,,,
12137,Nichts,Nichts,,,,,,,,,
12138,Die zum Teil absurden Forderungen wie zum Beispiel seitliche Bedienung des Wc,Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,,,,,,,,,
12139,Nichts,,,,,,,,,,
12140,Nichts,,,,,,,,,,
12141,"Die Beantragung eines Kredits bedarf einer Unmenge von Formalien, die dem Kreditvermittler eine Unmenge von Arbeit machen - wie schon vorher erwähnt, ein bürokratisches Monster, egal um welche Kredithöhe es sich handelt - muß das so sein?",Aufwändige Beantragung,,,,,,,,,
12142,Nichts,,,,,,,,,,
12143,Nichts,,,,,,,,,,
18846,Nichts,,,,,,,,,,
18847,Nichts,,,,,,,,,,
18848,Nichts,,,,,,,,,,
18849,Nichts,,,,,,,,,,
18850,Nichts,,,,,,,,,,
18851,Nichts,,,,,,,,,,
18852,Nichts,,,,,,,,,,
18853,Nichts,,,,,,,,,,
18854,Nichts,Nichts,,,,,,,,,
18855,Nichts,,,,,,,,,,
18856,Nichts,Nichts,,,,,,,,,
18857,Zu wenig Wissen meinerseits,Sonstiges,,,,,,,,,
18858,Nichts,,,,,,,,,,
18859,Nichts,,,,,,,,,,
18860,Nichts,,,,,,,,,,
18861,Nichts,,,,,,,,,,
18863,Nichts,,,,,,,,,,
18864,Nichts,,,,,,,,,,
18866,Nichts,,,,,,,,,,
18867,Nichts,,,,,,,,,,
18868,Nichts,,,,,,,,,,
18869,Nichts,,,,,,,,,,
18870,Nichts,,,,,,,,,,
18871,Nichts,Nichts,,,,,,,,,
18872,Nichts,,,,,,,,,,
18873,Nichts,Nichts,,,,,,,,,
18874,Nichts,,,,,,,,,,
18875,Nichts,,,,,,,,,,
18876,Nichts,Nichts,,,,,,,,,
18877,Nichts,,,,,,,,,,
18878,Nichts,,,,,,,,,,
18879,Nichts,,,,,,,,,,
18880,Nichts,Nichts,,,,,,,,,
18881,Nichts,,,,,,,,,,
18882,Nichts,Nichts,,,,,,,,,
18883,Nichts,Nichts,,,,,,,,,
18884,Nichts,,,,,,,,,,
18885,Die Bearbeitungszeiten!!,Lange Bearbeitungsdauer,,,,,,,,,
18886,Nichts,Nichts,,,,,,,,,
18887,Nichts,Nichts,,,,,,,,,
18888,Nichts,,,,,,,,,,
18889,Nichts,Aufwändige Beantragung,,,,,,,,,
18890,"die Unsicherheit und die lange Wartezeit machen eine extrem lange Planung notwendNichts Es wurde immer wieder gesagt- seites der Sparkasse, dass es auch nach 6 Wochen der PRüfung immeer noch sein kann, dass das Startgeld abgelehnt wiNichts",Lange Bearbeitungsdauer,,,,,,,,,
18891,Nichts,,,,,,,,,,
18892,recht hoher aufwand,Aufwändige Beantragung,,,,,,,,,
18893,Nichts,,,,,,,,,,
18894,Nichts,Nichts,,,,,,,,,
18895,Nichts,,,,,,,,,,
18896,Nichts,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
18897,Nichts,,,,,,,,,,
18898,Nichts,,,,,,,,,,
18899,Nichts,,,,,,,,,,
18900,Nichts,Nichts,,,,,,,,,
18901,Nichts,Nichts,,,,,,,,,
18902,"Der lange Prozess von der Antragstellung bis zu Bestätigung des KreditNichts Für eine so geringe Kreditsumme, so viele Ansprüche zu stellen, fand ich viel zu überzogNichts Ich hatte das Gefühl das ich eine Immobile im Millionen Wert beantragt habe, bei allem was man von mir wissen wollNichts Bis auf diese eine Sache war alles Perfekt und ich empfehle Sie weitNichts",Lange Bearbeitungsdauer,Aufwändige Beantragung,unflexible Bedingungen,,,,,,,
18903,Nichts,,,,,,,,,,
18904,Nichts,,,,,,,,,,
18905,Nichts,Sonstiges,,,,,,,,,
18906,Weniger Flexibilität,unflexible Bedingungen,,,,,,,,,
18907,Nichts,Nichts,,,,,,,,,
18908,Einige Banken informieren unzureichend über Finanzierungsmöglichkeiten durch die KNichts Speziell bei Gründern scheint es als würden Banken Geschäfte eher abblocken als diese in Zusammenarbeit mit der KfW aufzubauNichts Bei Bestandsgeschäften ist das weniger ein ProblNichts,Abhängigkeit von der Bank,,,,,,,,,
18909,Nichts,,,,,,,,,,
18910,Nichts,,,,,,,,,,
18911,Nichts,,,,,,,,,,
18913,Nichts,,,,,,,,,,
18914,Nichts,,,,,,,,,,
18915,Nichts,,,,,,,,,,
18916,Nichts,,,,,,,,,,
18917,Nichts,,,,,,,,,,
18918,Nichts,,,,,,,,,,
18919,Nichts,,,,,,,,,,
18920,Nichts,,,,,,,,,,
18921,Nichts,,,,,,,,,,
18922,Nichts,,,,,,,,,,
18923,Nichts,Nichts,,,,,,,,,
18924,Nichts,,,,,,,,,,
18925,Nichts,,,,,,,,,,
18926,Nichts,,,,,,,,,,
18927,Nichts,,,,,,,,,,
18928,"Feste Konditionen wie Feste monatliche RateNichts Jahr ohne Tilgung, keine SindertilguNichts",Sondertilgungen nicht möglich,unflexible Bedingungen,,,,,,,,
18929,Nichts,Nichts,,,,,,,,,
18930,"Laut hören sagen, bekomme ich 10 Jahren eine Zinssatz von der KfW, der so schlecht ist, dass man zum Wechsel gezwungen iNichts Es sei den man hat zu viel GeNichts",Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
18931,Nichts,,,,,,,,,,
18932,Nichts,Abhängigkeit von der Bank,,,,,,,,,
18933,Nichts,,,,,,,,,,
18934,Nichts,,,,,,,,,,
18935,Nichts,Nichts,,,,,,,,,
18936,Nichts,Nichts,,,,,,,,,
18937,Sehr gNichts,Nichts,,,,,,,,,
18938,Nichts,,,,,,,,,,
18939,Nichts,,,,,,,,,,
18940,Nichts,,,,,,,,,,
18941,Nichts,,,,,,,,,,
18942,Nichts,Nichts,,,,,,,,,
18943,Nichts,,,,,,,,,,
18944,Noch keine Angaben,,,,,,,,,,
18945,Nichts,Nichts,,,,,,,,,
18946,Nichts,,,,,,,,,,
18947,Nichts,,,,,,,,,,
18948,Nichts,,,,,,,,,,
18949,Nichts,,,,,,,,,,
18950,Nichts,,,,,,,,,,
18951,Nichts,Nichts,,,,,,,,,
18952,Nichts,,,,,,,,,,
18953,Nichts,,,,,,,,,,
18954,Nichts,,,,,,,,,,
18955,Nichts,,,,,,,,,,
18956,Nichts,,,,,,,,,,
18957,Nichts,,,,,,,,,,
